,period,year,month,county,code,cases_under_5yo,cases_over_5yo,total_cases,temp,rainfall,month_code,county_code
618,22-Jul,2022,Jul,Kitui,KE_County_15,3,28,31,16,10,7,15
619,22-Aug,2022,Aug,Kitui,KE_County_15,11,39,50,17,12.3,8,15
620,22-Sep,2022,Sep,Kitui,KE_County_15,7,21,28,18,16.1,9,15
621,22-Oct,2022,Oct,Kitui,KE_County_15,11,28,39,20,3.6,10,15
622,22-Nov,2022,Nov,Kitui,KE_County_15,7,19,26,19,81.21,11,15
623,22-Dec,2022,Dec,Kitui,KE_County_15,9,42,51,18,37.73,12,15
624,23-Jan,2023,Jan,Kitui,KE_County_15,9,50,59,19,4.5,1,15
625,23-Feb,2023,Feb,Kitui,KE_County_15,15,48,63,21,0.5,2,15
626,23-Mar,2023,Mar,Kitui,KE_County_15,16,22,38,21,119.29,3,15
627,23-Apr,2023,Apr,Kitui,KE_County_15,14,40,54,19,175.75,4,15
628,23-May,2023,May,Kitui,KE_County_15,7,21,28,18,35.1,5,15
629,23-Jun,2023,Jun,Kitui,KE_County_15,7,32,39,18,16.9,6,15
630,23-Jul,2023,Jul,Kitui,KE_County_15,3,40,43,17,8.6,7,15
631,23-Aug,2023,Aug,Kitui,KE_County_15,3,14,17,18,9.3,8,15
632,23-Sep,2023,Sep,Kitui,KE_County_15,8,27,35,20,33.77,9,15
633,23-Oct,2023,Oct,Kitui,KE_County_15,2,10,12,21,9.74,10,15
634,23-Nov,2023,Nov,Kitui,KE_County_15,3,10,13,19,242.1,11,15
635,23-Dec,2023,Dec,Kitui,KE_County_15,11,35,46,19,77.02,12,15
636,24-Jan,2024,Jan,Kitui,KE_County_15,12,87,99,19,141.25,1,15
637,24-Feb,2024,Feb,Kitui,KE_County_15,12,115,127,21,57.24,2,15
638,24-Mar,2024,Mar,Kitui,KE_County_15,24,76,100,21,48.2,3,15
639,24-Apr,2024,Apr,Kitui,KE_County_15,11,46,57,19,313.88,4,15
640,24-May,2024,May,Kitui,KE_County_15,18,25,43,19,105.17,5,15
641,24-Jun,2024,Jun,Kitui,KE_County_15,12,53,65,18,26.6,6,15
642,24-Jul,2024,Jul,Kitui,KE_County_15,4,31,35,18,23.6,7,15
643,24-Aug,2024,Aug,Kitui,KE_County_15,6,78,84,18,3.45,8,15
644,24-Sep,2024,Sep,Kitui,KE_County_15,10,41,51,20,10.26,9,15
645,24-Oct,2024,Oct,Kitui,KE_County_15,11,29,40,21,0.04,10,15
646,24-Nov,2024,Nov,Kitui,KE_County_15,10,28,38,20,139.95,11,15
647,24-Dec,2024,Dec,Kitui,KE_County_15,7,19,26,19,47.93,12,15
648,22-Jan,2022,Jan,Kwale,KE_County_2,2227,11745,13972,28,5.3,1,2
649,22-Feb,2022,Feb,Kwale,KE_County_2,968,3334,4302,28,3.7,2,2
650,22-Mar,2022,Mar,Kwale,KE_County_2,1283,3286,4569,28,20.23,3,2
651,22-Apr,2022,Apr,Kwale,KE_County_2,674,2250,2924,28,153.79,4,2
652,22-May,2022,May,Kwale,KE_County_2,1192,4767,5959,27,88.3,5,2
653,22-Jun,2022,Jun,Kwale,KE_County_2,1280,5678,6958,25,125.4,6,2
654,22-Jul,2022,Jul,Kwale,KE_County_2,1347,5450,6797,24,102.2,7,2
655,22-Aug,2022,Aug,Kwale,KE_County_2,1746,5749,7495,24,52.5,8,2
656,22-Sep,2022,Sep,Kwale,KE_County_2,1885,6824,8709,25,51.8,9,2
657,22-Oct,2022,Oct,Kwale,KE_County_2,1520,5430,6950,26,38.1,10,2
658,22-Nov,2022,Nov,Kwale,KE_County_2,1579,5381,6960,27,73.7,11,2
659,22-Dec,2022,Dec,Kwale,KE_County_2,1665,5737,7402,27,38.2,12,2
660,23-Jan,2023,Jan,Kwale,KE_County_2,1834,7063,8897,27,5.7,1,2
661,23-Feb,2023,Feb,Kwale,KE_County_2,1779,6342,8121,28,1.96,2,2
662,23-Mar,2023,Mar,Kwale,KE_County_2,1394,3584,4978,28,53.12,3,2
663,23-Apr,2023,Apr,Kwale,KE_County_2,808,2552,3360,27,317.7,4,2
664,23-May,2023,May,Kwale,KE_County_2,1529,6244,7773,26,106.9,5,2
665,23-Jun,2023,Jun,Kwale,KE_County_2,1293,7393,8686,26,73.85,6,2
666,23-Jul,2023,Jul,Kwale,KE_County_2,1726,7993,9719,25,97.45,7,2
667,23-Aug,2023,Aug,Kwale,KE_County_2,2319,9160,11479,25,75,8,2
668,23-Sep,2023,Sep,Kwale,KE_County_2,2479,11062,13541,26,33.42,9,2
669,23-Oct,2023,Oct,Kwale,KE_County_2,1880,6977,8857,26,82.1,10,2
670,23-Nov,2023,Nov,Kwale,KE_County_2,1132,4892,6024,26,342.87,11,2
671,23-Dec,2023,Dec,Kwale,KE_County_2,1568,6864,8432,27,128.92,12,2
672,24-Jan,2024,Jan,Kwale,KE_County_2,2368,11604,13972,27,80.81,1,2
673,24-Feb,2024,Feb,Kwale,KE_County_2,1806,8566,10372,28,50.62,2,2
674,24-Mar,2024,Mar,Kwale,KE_County_2,1429,6429,7858,29,99.83,3,2
675,24-Apr,2024,Apr,Kwale,KE_County_2,1182,6012,7194,27,320.68,4,2
676,24-May,2024,May,Kwale,KE_County_2,1306,7149,8455,27,55.44,5,2
677,24-Jun,2024,Jun,Kwale,KE_County_2,1607,6557,8164,26,63.37,6,2
678,24-Jul,2024,Jul,Kwale,KE_County_2,2015,9412,11427,25,53.38,7,2
679,24-Aug,2024,Aug,Kwale,KE_County_2,1973,8260,10233,25,70.39,8,2
680,24-Sep,2024,Sep,Kwale,KE_County_2,1974,8654,10628,25,51.44,9,2
681,24-Oct,2024,Oct,Kwale,KE_County_2,2164,7292,9456,26,48.34,10,2
682,24-Nov,2024,Nov,Kwale,KE_County_2,1195,4504,5699,27,48.24,11,2
683,24-Dec,2024,Dec,Kwale,KE_County_2,928,3671,4599,27,108,12,2
684,22-Jan,2022,Jan,Laikipia,KE_County_31,16,21,37,7,170.25,1,31
685,22-Feb,2022,Feb,Laikipia,KE_County_31,5,38,43,7,198.5,2,31
686,22-Mar,2022,Mar,Laikipia,KE_County_31,13,47,60,8,139.35,3,31
687,22-Apr,2022,Apr,Laikipia,KE_County_31,7,35,42,7,283.13,4,31
688,22-May,2022,May,Laikipia,KE_County_31,9,43,52,7,138.57,5,31
689,22-Jun,2022,Jun,Laikipia,KE_County_31,22,45,67,6,95.81,6,31
690,22-Jul,2022,Jul,Laikipia,KE_County_31,10,80,90,6,81.2,7,31
691,22-Aug,2022,Aug,Laikipia,KE_County_31,35,37,72,7,128.2,8,31
692,22-Sep,2022,Sep,Laikipia,KE_County_31,41,40,81,7,212.47,9,31
693,22-Oct,2022,Oct,Laikipia,KE_County_31,15,38,53,7,111.61,10,31
694,22-Nov,2022,Nov,Laikipia,KE_County_31,1,21,22,7,279.81,11,31
695,22-Dec,2022,Dec,Laikipia,KE_County_31,6,47,53,6,285.1,12,31
696,23-Jan,2023,Jan,Laikipia,KE_County_31,16,64,80,6,70.5,1,31
697,23-Feb,2023,Feb,Laikipia,KE_County_31,8,57,65,8,48.3,2,31
698,23-Mar,2023,Mar,Laikipia,KE_County_31,18,45,63,12,293,3,31
699,23-Apr,2023,Apr,Laikipia,KE_County_31,12,76,88,7,503.5,4,31
700,23-May,2023,May,Laikipia,KE_County_31,21,82,103,7,199.3,5,31
701,23-Jun,2023,Jun,Laikipia,KE_County_31,36,111,147,7,147.4,6,31
702,23-Jul,2023,Jul,Laikipia,KE_County_31,19,105,124,7,105.3,7,31
703,23-Aug,2023,Aug,Laikipia,KE_County_31,8,33,41,9,105.3,8,31
704,23-Sep,2023,Sep,Laikipia,KE_County_31,10,46,56,14,123.43,9,31
705,23-Oct,2023,Oct,Laikipia,KE_County_31,13,43,56,14,90.51,10,31
706,23-Nov,2023,Nov,Laikipia,KE_County_31,1,43,44,13,267.89,11,31
707,23-Dec,2023,Dec,Laikipia,KE_County_31,1,24,25,12,120,12,31
708,24-Jan,2024,Jan,Laikipia,KE_County_31,24,167,191,12,104.23,1,31
709,24-Feb,2024,Feb,Laikipia,KE_County_31,43,247,290,13,83.77,2,31
710,24-Mar,2024,Mar,Laikipia,KE_County_31,16,118,134,13,131.14,3,31
711,24-Apr,2024,Apr,Laikipia,KE_County_31,66,66,132,13,403.8,4,31
712,24-May,2024,May,Laikipia,KE_County_31,12,66,78,12,207.97,5,31
713,24-Jun,2024,Jun,Laikipia,KE_County_31,24,95,119,11,62.25,6,31
714,24-Jul,2024,Jul,Laikipia,KE_County_31,7,69,76,11,159.83,7,31
715,24-Aug,2024,Aug,Laikipia,KE_County_31,13,48,61,12,61.42,8,31
716,24-Sep,2024,Sep,Laikipia,KE_County_31,5,36,41,13,114.45,9,31
717,24-Oct,2024,Oct,Laikipia,KE_County_31,23,34,57,14,14.22,10,31
718,24-Nov,2024,Nov,Laikipia,KE_County_31,5,31,36,13,251.31,11,31
719,24-Dec,2024,Dec,Laikipia,KE_County_31,3,17,20,11,54.25,12,31
720,22-Jan,2022,Jan,Lamu,KE_County_5,4,12,16,27,6.3,1,5
721,22-Feb,2022,Feb,Lamu,KE_County_5,0,8,8,27,3.7,2,5
722,22-Mar,2022,Mar,Lamu,KE_County_5,14,12,26,28,8.2,3,5
723,22-Apr,2022,Apr,Lamu,KE_County_5,3,10,13,28,83.32,4,5
724,22-May,2022,May,Lamu,KE_County_5,9,15,24,27,88.45,5,5
725,22-Jun,2022,Jun,Lamu,KE_County_5,2,12,14,26,79.82,6,5
726,22-Jul,2022,Jul,Lamu,KE_County_5,1,6,7,25,67.61,7,5
727,22-Aug,2022,Aug,Lamu,KE_County_5,7,6,13,25,21.7,8,5
728,22-Sep,2022,Sep,Lamu,KE_County_5,8,6,14,25,18.9,9,5
729,22-Oct,2022,Oct,Lamu,KE_County_5,0,7,7,26,25,10,5
730,22-Nov,2022,Nov,Lamu,KE_County_5,0,4,4,27,56.2,11,5
731,22-Dec,2022,Dec,Lamu,KE_County_5,5,15,20,27,20.2,12,5
732,23-Jan,2023,Jan,Lamu,KE_County_5,2,20,22,27,21.95,1,5
733,23-Feb,2023,Feb,Lamu,KE_County_5,4,17,21,27,2.9,2,5
734,23-Mar,2023,Mar,Lamu,KE_County_5,6,6,12,28,50.6,3,5
735,23-Apr,2023,Apr,Lamu,KE_County_5,1,10,11,28,266.55,4,5
736,23-May,2023,May,Lamu,KE_County_5,1,41,42,27,157.25,5,5
737,23-Jun,2023,Jun,Lamu,KE_County_5,2,64,66,26,60.25,6,5
738,23-Jul,2023,Jul,Lamu,KE_County_5,13,56,69,26,59.1,7,5
739,23-Aug,2023,Aug,Lamu,KE_County_5,1,48,49,25,44.7,8,5
740,23-Sep,2023,Sep,Lamu,KE_County_5,2,22,24,26,23.25,9,5
741,23-Oct,2023,Oct,Lamu,KE_County_5,1,6,7,27,61.75,10,5
742,23-Nov,2023,Nov,Lamu,KE_County_5,1,16,17,27,305.18,11,5
743,23-Dec,2023,Dec,Lamu,KE_County_5,2,57,59,28,166.99,12,5
744,24-Jan,2024,Jan,Lamu,KE_County_5,5,92,97,28,16.8,1,5
745,24-Feb,2024,Feb,Lamu,KE_County_5,8,89,97,28,7.03,2,5
746,24-Mar,2024,Mar,Lamu,KE_County_5,4,32,36,29,55.5,3,5
747,24-Apr,2024,Apr,Lamu,KE_County_5,2,25,27,28,593.09,4,5
748,24-May,2024,May,Lamu,KE_County_5,11,27,38,27,170.97,5,5
749,24-Jun,2024,Jun,Lamu,KE_County_5,4,13,17,26,56.56,6,5
750,24-Jul,2024,Jul,Lamu,KE_County_5,6,16,22,25,57.02,7,5
751,24-Aug,2024,Aug,Lamu,KE_County_5,1,30,31,25,69.38,8,5
752,24-Sep,2024,Sep,Lamu,KE_County_5,2,11,13,26,40.31,9,5
753,24-Oct,2024,Oct,Lamu,KE_County_5,1,6,7,27,2.95,10,5
754,24-Nov,2024,Nov,Lamu,KE_County_5,1,3,4,28,80.22,11,5
755,24-Dec,2024,Dec,Lamu,KE_County_5,2,6,8,27,44.37,12,5
756,22-Jan,2022,Jan,Machakos,KE_County_16,52,109,161,19,49.92,1,16
757,22-Feb,2022,Feb,Machakos,KE_County_16,18,72,90,21,27.9,2,16
758,22-Mar,2022,Mar,Machakos,KE_County_16,30,87,117,21,15.5,3,16
759,22-Apr,2022,Apr,Machakos,KE_County_16,27,144,171,20,68.98,4,16
760,22-May,2022,May,Machakos,KE_County_16,55,140,195,19,17.83,5,16
761,22-Jun,2022,Jun,Machakos,KE_County_16,23,109,132,17,10.4,6,16
762,22-Jul,2022,Jul,Machakos,KE_County_16,27,105,132,16,10,7,16
763,22-Aug,2022,Aug,Machakos,KE_County_16,19,118,137,17,12.3,8,16
764,22-Sep,2022,Sep,Machakos,KE_County_16,21,82,103,18,16.1,9,16
765,22-Oct,2022,Oct,Machakos,KE_County_16,17,154,171,20,3.6,10,16
766,22-Nov,2022,Nov,Machakos,KE_County_16,15,99,114,19,81.21,11,16
767,22-Dec,2022,Dec,Machakos,KE_County_16,19,247,266,18,37.73,12,16
768,23-Jan,2023,Jan,Machakos,KE_County_16,69,443,512,19,4.5,1,16
769,23-Feb,2023,Feb,Machakos,KE_County_16,50,124,174,21,0.5,2,16
770,23-Mar,2023,Mar,Machakos,KE_County_16,21,182,203,21,119.29,3,16
771,23-Apr,2023,Apr,Machakos,KE_County_16,43,203,246,19,175.75,4,16
772,23-May,2023,May,Machakos,KE_County_16,62,194,256,18,35.1,5,16
773,23-Jun,2023,Jun,Machakos,KE_County_16,30,179,209,18,16.9,6,16
774,23-Jul,2023,Jul,Machakos,KE_County_16,22,418,440,17,8.6,7,16
775,23-Aug,2023,Aug,Machakos,KE_County_16,49,160,209,18,9.3,8,16
776,23-Sep,2023,Sep,Machakos,KE_County_16,37,155,192,20,33.77,9,16
777,23-Oct,2023,Oct,Machakos,KE_County_16,51,181,232,21,9.74,10,16
778,23-Nov,2023,Nov,Machakos,KE_County_16,19,121,140,19,242.1,11,16
779,23-Dec,2023,Dec,Machakos,KE_County_16,39,212,251,19,77.02,12,16
780,24-Jan,2024,Jan,Machakos,KE_County_16,142,534,676,19,141.25,1,16
781,24-Feb,2024,Feb,Machakos,KE_County_16,63,271,334,21,57.24,2,16
782,24-Mar,2024,Mar,Machakos,KE_County_16,42,191,233,21,48.2,3,16
783,24-Apr,2024,Apr,Machakos,KE_County_16,50,157,207,19,313.88,4,16
784,24-May,2024,May,Machakos,KE_County_16,53,171,224,19,105.17,5,16
785,24-Jun,2024,Jun,Machakos,KE_County_16,26,108,134,18,26.6,6,16
786,24-Jul,2024,Jul,Machakos,KE_County_16,25,127,152,18,23.6,7,16
787,24-Aug,2024,Aug,Machakos,KE_County_16,50,188,238,18,3.45,8,16
788,24-Sep,2024,Sep,Machakos,KE_County_16,53,224,277,20,10.26,9,16
789,24-Oct,2024,Oct,Machakos,KE_County_16,32,251,283,21,0.04,10,16
790,24-Nov,2024,Nov,Machakos,KE_County_16,37,231,268,20,139.95,11,16
791,24-Dec,2024,Dec,Machakos,KE_County_16,40,207,247,19,47.93,12,16
792,22-Jan,2022,Jan,Makueni,KE_County_17,9,76,85,19,49.92,1,17
793,22-Feb,2022,Feb,Makueni,KE_County_17,16,40,56,21,27.9,2,17
794,22-Mar,2022,Mar,Makueni,KE_County_17,9,63,72,21,15.5,3,17
795,22-Apr,2022,Apr,Makueni,KE_County_17,10,60,70,20,68.98,4,17
796,22-May,2022,May,Makueni,KE_County_17,21,93,114,19,17.83,5,17
797,22-Jun,2022,Jun,Makueni,KE_County_17,33,53,86,17,10.4,6,17
798,22-Jul,2022,Jul,Makueni,KE_County_17,7,52,59,16,10,7,17
799,22-Aug,2022,Aug,Makueni,KE_County_17,18,40,58,17,12.3,8,17
800,22-Sep,2022,Sep,Makueni,KE_County_17,4,27,31,18,16.1,9,17
801,22-Oct,2022,Oct,Makueni,KE_County_17,1,44,45,20,3.6,10,17
802,22-Nov,2022,Nov,Makueni,KE_County_17,19,31,50,19,81.21,11,17
803,22-Dec,2022,Dec,Makueni,KE_County_17,6,27,33,18,37.73,12,17
804,23-Jan,2023,Jan,Makueni,KE_County_17,21,65,86,19,4.5,1,17
805,23-Feb,2023,Feb,Makueni,KE_County_17,14,39,53,21,0.5,2,17
806,23-Mar,2023,Mar,Makueni,KE_County_17,27,55,82,21,119.29,3,17
807,23-Apr,2023,Apr,Makueni,KE_County_17,6,24,30,19,175.75,4,17
808,23-May,2023,May,Makueni,KE_County_17,21,40,61,18,35.1,5,17
809,23-Jun,2023,Jun,Makueni,KE_County_17,7,36,43,18,16.9,6,17
810,23-Jul,2023,Jul,Makueni,KE_County_17,5,21,26,17,8.6,7,17
811,23-Aug,2023,Aug,Makueni,KE_County_17,14,103,117,18,9.3,8,17
812,23-Sep,2023,Sep,Makueni,KE_County_17,11,62,73,20,33.77,9,17
813,23-Oct,2023,Oct,Makueni,KE_County_17,5,32,37,21,9.74,10,17
814,23-Nov,2023,Nov,Makueni,KE_County_17,7,62,69,19,242.1,11,17
815,23-Dec,2023,Dec,Makueni,KE_County_17,12,55,67,19,77.02,12,17
816,24-Jan,2024,Jan,Makueni,KE_County_17,5,122,127,19,141.25,1,17
817,24-Feb,2024,Feb,Makueni,KE_County_17,14,114,128,21,57.24,2,17
818,24-Mar,2024,Mar,Makueni,KE_County_17,8,96,104,21,48.2,3,17
819,24-Apr,2024,Apr,Makueni,KE_County_17,3,64,67,19,313.88,4,17
820,24-May,2024,May,Makueni,KE_County_17,5,106,111,19,105.17,5,17
821,24-Jun,2024,Jun,Makueni,KE_County_17,9,56,65,18,26.6,6,17
822,24-Jul,2024,Jul,Makueni,KE_County_17,9,38,47,18,23.6,7,17
823,24-Aug,2024,Aug,Makueni,KE_County_17,1,50,51,18,3.45,8,17
824,24-Sep,2024,Sep,Makueni,KE_County_17,8,62,70,20,10.26,9,17
825,24-Oct,2024,Oct,Makueni,KE_County_17,0,66,66,21,0.04,10,17
826,24-Nov,2024,Nov,Makueni,KE_County_17,7,17,24,20,139.95,11,17
827,24-Dec,2024,Dec,Makueni,KE_County_17,13,33,46,19,47.93,12,17
828,22-Jan,2022,Jan,Mandera,KE_County_9,3,12,15,31,0.1,1,9
829,22-Feb,2022,Feb,Mandera,KE_County_9,0,5,5,31,0,2,9
830,22-Mar,2022,Mar,Mandera,KE_County_9,5,9,14,32,4.4,3,9
831,22-Apr,2022,Apr,Mandera,KE_County_9,23,35,58,31,26.8,4,9
832,22-May,2022,May,Mandera,KE_County_9,4,17,21,30,36.95,5,9
833,22-Jun,2022,Jun,Mandera,KE_County_9,11,81,92,29,1.2,6,9
834,22-Jul,2022,Jul,Mandera,KE_County_9,22,87,109,28,2.7,7,9
835,22-Aug,2022,Aug,Mandera,KE_County_9,14,130,144,29,1.2,8,9
836,22-Sep,2022,Sep,Mandera,KE_County_9,3,105,108,29,0.4,9,9
837,22-Oct,2022,Oct,Mandera,KE_County_9,27,99,126,29,30.94,10,9
838,22-Nov,2022,Nov,Mandera,KE_County_9,38,172,210,30,10.5,11,9
839,22-Dec,2022,Dec,Mandera,KE_County_9,64,89,153,30,1.2,12,9
840,23-Jan,2023,Jan,Mandera,KE_County_9,47,19,66,30,1.3,1,9
841,23-Feb,2023,Feb,Mandera,KE_County_9,34,28,62,31,0,2,9
842,23-Mar,2023,Mar,Mandera,KE_County_9,68,69,137,31,173.6,3,9
843,23-Apr,2023,Apr,Mandera,KE_County_9,1,61,62,30,73.6,4,9
844,23-May,2023,May,Mandera,KE_County_9,90,129,219,30,11.7,5,9
845,23-Jun,2023,Jun,Mandera,KE_County_9,44,246,290,30,0.5,6,9
846,23-Jul,2023,Jul,Mandera,KE_County_9,152,473,625,29,0.3,7,9
847,23-Aug,2023,Aug,Mandera,KE_County_9,68,232,300,29,1,8,9
848,23-Sep,2023,Sep,Mandera,KE_County_9,26,90,116,30,0.81,9,9
849,23-Oct,2023,Oct,Mandera,KE_County_9,61,130,191,30,117.77,10,9
850,23-Nov,2023,Nov,Mandera,KE_County_9,39,205,244,28,243.65,11,9
851,23-Dec,2023,Dec,Mandera,KE_County_9,101,219,320,31,6.95,12,9
852,24-Jan,2024,Jan,Mandera,KE_County_9,184,517,701,31,3.37,1,9
853,24-Feb,2024,Feb,Mandera,KE_County_9,146,402,548,32,0.39,2,9
854,24-Mar,2024,Mar,Mandera,KE_County_9,126,163,289,32,4.17,3,9
855,24-Apr,2024,Apr,Mandera,KE_County_9,51,168,219,30,109.97,4,9
856,24-May,2024,May,Mandera,KE_County_9,55,476,531,30,64.38,5,9
857,24-Jun,2024,Jun,Mandera,KE_County_9,178,193,371,29,0.79,6,9
858,24-Jul,2024,Jul,Mandera,KE_County_9,146,258,404,29,0.4,7,9
859,24-Aug,2024,Aug,Mandera,KE_County_9,122,96,218,29,3.89,8,9
860,24-Sep,2024,Sep,Mandera,KE_County_9,70,81,151,30,1.02,9,9
861,24-Oct,2024,Oct,Mandera,KE_County_9,72,151,223,31,10.87,10,9
862,24-Nov,2024,Nov,Mandera,KE_County_9,72,117,189,30,33.67,11,9
863,24-Dec,2024,Dec,Mandera,KE_County_9,38,148,186,30,0,12,9
864,22-Jan,2022,Jan,Marsabit,KE_County_10,51,158,209,25,36.66,1,10
865,22-Feb,2022,Feb,Marsabit,KE_County_10,24,81,105,27,1.6,2,10
866,22-Mar,2022,Mar,Marsabit,KE_County_10,16,64,80,27,4.9,3,10
867,22-Apr,2022,Apr,Marsabit,KE_County_10,15,19,34,25,50.88,4,10
868,22-May,2022,May,Marsabit,KE_County_10,25,120,145,24,1.1,5,10
869,22-Jun,2022,Jun,Marsabit,KE_County_10,15,54,69,23,0.6,6,10
870,22-Jul,2022,Jul,Marsabit,KE_County_10,12,85,97,22,0,7,10
871,22-Aug,2022,Aug,Marsabit,KE_County_10,34,105,139,23,0.4,8,10
872,22-Sep,2022,Sep,Marsabit,KE_County_10,25,78,103,24,0.1,9,10
873,22-Oct,2022,Oct,Marsabit,KE_County_10,19,75,94,25,4.4,10,10
874,22-Nov,2022,Nov,Marsabit,KE_County_10,11,83,94,24,35.5,11,10
875,22-Dec,2022,Dec,Marsabit,KE_County_10,37,118,155,24,15,12,10
876,23-Jan,2023,Jan,Marsabit,KE_County_10,6,41,47,25,1.8,1,10
877,23-Feb,2023,Feb,Marsabit,KE_County_10,17,37,54,26,0,2,10
878,23-Mar,2023,Mar,Marsabit,KE_County_10,16,43,59,25,87.7,3,10
879,23-Apr,2023,Apr,Marsabit,KE_County_10,29,157,186,24,104.6,4,10
880,23-May,2023,May,Marsabit,KE_County_10,158,750,908,23,22.55,5,10
881,23-Jun,2023,Jun,Marsabit,KE_County_10,83,392,475,24,0.1,6,10
882,23-Jul,2023,Jul,Marsabit,KE_County_10,48,262,310,23,0.5,7,10
883,23-Aug,2023,Aug,Marsabit,KE_County_10,30,220,250,24,0.2,8,10
884,23-Sep,2023,Sep,Marsabit,KE_County_10,26,176,202,25,0.05,9,10
885,23-Oct,2023,Oct,Marsabit,KE_County_10,26,99,125,25,42.11,10,10
886,23-Nov,2023,Nov,Marsabit,KE_County_10,38,107,145,23,162.38,11,10
887,23-Dec,2023,Dec,Marsabit,KE_County_10,44,139,183,25,17.1,12,10
888,24-Jan,2024,Jan,Marsabit,KE_County_10,81,635,716,26,26,1,10
889,24-Feb,2024,Feb,Marsabit,KE_County_10,84,474,558,27,10.94,2,10
890,24-Mar,2024,Mar,Marsabit,KE_County_10,58,300,358,27,15.27,3,10
891,24-Apr,2024,Apr,Marsabit,KE_County_10,31,188,219,24,181.92,4,10
892,24-May,2024,May,Marsabit,KE_County_10,53,271,324,24,36.47,5,10
893,24-Jun,2024,Jun,Marsabit,KE_County_10,87,467,554,24,0.15,6,10
894,24-Jul,2024,Jul,Marsabit,KE_County_10,42,331,373,23,4.22,7,10
895,24-Aug,2024,Aug,Marsabit,KE_County_10,51,177,228,23,4.63,8,10
896,24-Sep,2024,Sep,Marsabit,KE_County_10,27,146,173,24,0.57,9,10
897,24-Oct,2024,Oct,Marsabit,KE_County_10,26,88,114,26,0.11,10,10
898,24-Nov,2024,Nov,Marsabit,KE_County_10,9,130,139,25,131.17,11,10
899,24-Dec,2024,Dec,Marsabit,KE_County_10,31,217,248,25,3.75,12,10
900,22-Jan,2022,Jan,Meru,KE_County_12,91,536,627,19,45.95,1,12
901,22-Feb,2022,Feb,Meru,KE_County_12,111,515,626,21,12.5,2,12
902,22-Mar,2022,Mar,Meru,KE_County_12,83,334,417,21,36.49,3,12
903,22-Apr,2022,Apr,Meru,KE_County_12,60,230,290,20,56.85,4,12
904,22-May,2022,May,Meru,KE_County_12,91,260,351,20,6.5,5,12
905,22-Jun,2022,Jun,Meru,KE_County_12,77,288,365,19,3.9,6,12
906,22-Jul,2022,Jul,Meru,KE_County_12,73,337,410,18,1.9,7,12
907,22-Aug,2022,Aug,Meru,KE_County_12,43,199,242,18,28.8,8,12
908,22-Sep,2022,Sep,Meru,KE_County_12,47,253,300,19,33.3,9,12
909,22-Oct,2022,Oct,Meru,KE_County_12,44,294,338,20,14.1,10,12
910,22-Nov,2022,Nov,Meru,KE_County_12,59,312,371,18,50.37,11,12
911,22-Dec,2022,Dec,Meru,KE_County_12,37,126,163,18,36.88,12,12
912,23-Jan,2023,Jan,Meru,KE_County_12,96,299,395,18,6.47,1,12
913,23-Feb,2023,Feb,Meru,KE_County_12,102,296,398,20,5,2,12
914,23-Mar,2023,Mar,Meru,KE_County_12,89,194,283,19,240.67,3,12
915,23-Apr,2023,Apr,Meru,KE_County_12,68,214,282,19,135.75,4,12
916,23-May,2023,May,Meru,KE_County_12,182,272,454,19,41.45,5,12
917,23-Jun,2023,Jun,Meru,KE_County_12,68,316,384,19,8.2,6,12
918,23-Jul,2023,Jul,Meru,KE_County_12,69,216,285,19,8,7,12
919,23-Aug,2023,Aug,Meru,KE_County_12,23,163,186,19,7.1,8,12
920,23-Sep,2023,Sep,Meru,KE_County_12,33,154,187,20,31.03,9,12
921,23-Oct,2023,Oct,Meru,KE_County_12,54,124,178,20,39.81,10,12
922,23-Nov,2023,Nov,Meru,KE_County_12,44,108,152,17,299.05,11,12
923,23-Dec,2023,Dec,Meru,KE_County_12,27,148,175,18,138.64,12,12
924,24-Jan,2024,Jan,Meru,KE_County_12,95,415,510,19,113.32,1,12
925,24-Feb,2024,Feb,Meru,KE_County_12,85,543,628,20,76.53,2,12
926,24-Mar,2024,Mar,Meru,KE_County_12,85,321,406,20,104.42,3,12
927,24-Apr,2024,Apr,Meru,KE_County_12,38,139,177,19,295.42,4,12
928,24-May,2024,May,Meru,KE_County_12,37,206,243,18,137.62,5,12
929,24-Jun,2024,Jun,Meru,KE_County_12,78,325,403,18,17.06,6,12
930,24-Jul,2024,Jul,Meru,KE_County_12,30,196,226,18,55.59,7,12
931,24-Aug,2024,Aug,Meru,KE_County_12,12,83,95,18,27.9,8,12
932,24-Sep,2024,Sep,Meru,KE_County_12,23,98,121,20,51.78,9,12
933,24-Oct,2024,Oct,Meru,KE_County_12,113,189,302,21,2.82,10,12
934,24-Nov,2024,Nov,Meru,KE_County_12,36,120,156,18,236.77,11,12
935,24-Dec,2024,Dec,Meru,KE_County_12,55,240,295,18,59.97,12,12
936,22-Jan,2022,Jan,Migori,KE_County_44,13213,46878,60091,20,60.34,1,44
937,22-Feb,2022,Feb,Migori,KE_County_44,12550,39866,52416,20,137.88,2,44
938,22-Mar,2022,Mar,Migori,KE_County_44,14026,40028,54054,21,149.76,3,44
939,22-Apr,2022,Apr,Migori,KE_County_44,9882,32087,41969,20,371.37,4,44
940,22-May,2022,May,Migori,KE_County_44,10329,36117,46446,19,291.89,5,44
941,22-Jun,2022,Jun,Migori,KE_County_44,13940,47011,60951,18,46.66,6,44
